obs_id,usr_id,date,latitude,longitude,taxon,img_cnt,img_id,file_name,img_url,width,height,license,annotations,tags,download_time
97577399,2850982,2021-08-24,45.2778744794,-68.2667737002,Boyeria vinosa,7,162295264,9757739932.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/162295264/large.jpg,2048,1365,cc-by-nc,,,2022Jan19-10:28:58
97553701,778067,2021-10-07,40.2799828,-81.8687137033,Boyeria,4,162259655,97553701214.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/162259655/large.jpg,1247,1229,cc-by-nc,,,2022Jan19-10:28:58
97538417,680691,2021-08-24,31.6359371145,-92.3786472721,Boyeria vinosa,2,162233811,97538417436.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/162233811/large.jpeg,2048,1220,cc-by-nc,,,2022Jan19-10:28:58
97410666,39038,2021-10-04,40.3840577483,-80.8100004036,Boyeria vinosa,3,161999132,97410666951.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/161999132/large.jpg,2048,1536,cc-by-nc,,,2022Jan19-10:28:58
97358739,5083551,2021-06-30,,,Boyeria vinosa,1,161905004,97358739165.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/161905004/large.jpeg,1152,2048,cc-by-nc,,,2022Jan19-10:28:58
97318865,1084127,2021-08-20,45.5678216667,-78.5122966667,Boyeria vinosa,3,161830380,97318865748.jpg,https://static.inaturalist.org/photos/161830380/large.jpg,1536,2048,,,,2022Jan19-10:28:58
97240054,2895301,2021-10-05,40.0827305,-82.816925,Boyeria,3,161682108,97240054620.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/161682108/large.jpg,1536,2048,cc-by-nc,,,2022Jan19-10:28:58
97238633,619798,2021-09-05,37.0715532823,-79.0944921858,Boyeria vinosa,1,161679043,97238633606.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/161679043/large.jpg,985,1024,cc-by-nc,,,2022Jan19-10:28:58
97238118,5044740,2021-10-05,40.0827676668,-82.8169017162,Boyeria,1,161678371,97238118446.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/161678371/large.jpg,1536,2048,cc-by-nc,,,2022Jan19-10:28:58
97189174,1382897,2021-10-04,43.5520742413,-6.6438701856,Boyeria irene,1,161583428,97189174155.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/161583428/large.jpg,1842,2048,cc-by-nc,,,2022Jan19-10:28:58
97105201,1863212,2021-08-08,42.0635762465,-71.1629932825,Boyeria vinosa,2,161421069,97105201912.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/161421069/large.jpg,2048,1366,cc-by-nc,,,2022Jan19-10:28:58
97056505,4976318,2021-09-30,29.7007743668,-82.3905325452,Boyeria vinosa,1,161332629,97056505561.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/161332629/large.jpg,1536,2048,cc-by-nc,,,2022Jan19-10:28:58
97000826,1423006,2021-07-26,42.7579083333,-80.2620283333,Boyeria vinosa,1,161231567,97000826305.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/161231567/large.jpeg,1920,1080,cc-by-nc,,,2022Jan19-10:28:58
96890018,1891727,2021-09-23,49.106115543,-0.3834538154,Boyeria irene,2,161030528,96890018503.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/161030528/large.jpg,2048,1362,cc-by,,,2022Jan19-10:28:58
96835529,3998824,2021-09-25,40.1629305556,-80.5950388889,Boyeria vinosa,3,160931297,96835529825.jpg,https://static.inaturalist.org/photos/160931297/large.jpeg,2048,1536,,,,2022Jan19-10:28:58
96819461,886565,2021-08-30,47.1138852214,-71.3659603493,Boyeria grafiana,2,160900965,96819461855.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/160900965/large.jpeg,2048,1371,cc-by-nc,,,2022Jan19-10:28:58
96785713,3806453,2021-10-01,46.5675366667,-87.4202333333,Boyeria,1,160844132,9678571382.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/160844132/large.jpg,1536,2048,cc-by-nc,,,2022Jan19-10:28:58
96680950,1799391,2021-09-19,36.46213,-82.2825291997,Boyeria vinosa,8,160653205,96680950732.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/160653205/large.jpeg,1536,2048,cc-by-nc,"Life Stage:Adult,Alive or Dead:Alive,Evidence of Presence:Organism",,2022Jan19-10:28:58
96652815,5052843,2019-07-10,38.0604972222,-77.3844222222,Boyeria vinosa,3,160599648,96652815857.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/160599648/large.jpeg,1536,2048,cc-by-nc,,,2022Jan19-10:28:58
96616164,2706127,2021-09-05,44.606455279,-79.4808489829,Boyeria grafiana,1,160533843,96616164714.jpg,https://static.inaturalist.org/photos/160533843/large.jpeg,1080,810,,Sex:Male,,2022Jan19-10:28:58
96591207,2888223,2021-09-27,37.3027105211,-80.4853417073,Boyeria,1,160491141,96591207718.jpg,https://static.inaturalist.org/photos/160491141/large.jpg,1536,2048,,,,2022Jan19-10:28:58
96531679,4899525,2021-09-27,37.3106336,-80.5325659,Boyeria,1,160384214,96531679456.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/160384214/large.jpg,1536,2048,cc-by-nc,,,2022Jan19-10:28:58
96504951,3428315,2021-09-25,36.3437499487,-82.207408896,Boyeria vinosa,1,160331978,96504951330.jpg,https://static.inaturalist.org/photos/160331978/large.jpeg,2048,1536,,,,2022Jan19-10:28:58
96434959,4372309,2021-09-27,37.3028916667,-80.4851133333,Boyeria,1,160209737,96434959618.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/160209737/large.jpg,1536,2048,cc-by-nc,,,2022Jan19-10:28:58
96420101,3761669,2021-09-27,41.3729333333,-80.0831305,Boyeria grafiana,1,160181695,96420101418.jpg,https://static.inaturalist.org/photos/160181695/large.jpg,2048,1536,,,,2022Jan19-10:28:58
96406738,2297663,2021-09-10,41.1024966667,-3.49044,Boyeria irene,1,160041572,96406738591.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/160041572/large.jpg,2048,1547,cc-by-nc,,,2022Jan19-10:28:58
96368597,4899515,2021-09-27,37.3026981013,-80.4851861879,Boyeria,1,160089901,96368597181.jpg,https://static.inaturalist.org/photos/160089901/large.jpg,1536,2048,,,,2022Jan19-10:28:58
96311155,4309885,2021-09-26,41.828925,-88.00981945,Boyeria vinosa,2,159984478,96311155156.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/159984478/large.jpg,1536,2048,cc-by-nc,,,2022Jan19-10:28:58
95882364,2231468,2021-09-23,41.6777417458,-83.6029622147,Boyeria vinosa,2,159228650,95882364990.jpg,https://static.inaturalist.org/photos/159228650/large.jpeg,2048,1603,cc-by-nc,Alive or Dead:Dead,,2022Jan19-10:28:58
95863008,4975932,2021-09-23,39.5622001437,-76.2815983288,Boyeria vinosa,1,159360497,95863008490.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/159360497/large.jpg,1536,2048,cc-by-nc,,,2022Jan19-10:28:58
95839909,4936898,2021-09-23,35.3832174593,139.6978875306,Boyeria maclachlani,7,159153815,95839909772.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/159153815/large.jpeg,2048,1365,cc0,,,2022Jan19-10:28:58
95836637,4936898,2021-09-23,35.3544877219,139.6863862711,Boyeria maclachlani,4,159148136,95836637239.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/159148136/large.jpeg,2048,1365,cc0,,,2022Jan19-10:28:58
95748520,3896712,2021-08-05,35.2313288005,23.9790519788,Boyeria cretensis,1,158993165,95748520460.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/158993165/large.jpg,1549,2000,cc-by-nc,,,2022Jan19-10:28:58
95702826,421192,2021-09-21,35.8991878458,-79.034517988,Boyeria vinosa,2,158908343,95702826685.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/158908343/large.jpg,2011,1830,cc-by-nc,,,2022Jan19-10:28:58
95605711,383182,2021-06-23,41.1304393,-74.2459987,Boyeria vinosa,1,158736928,95605711275.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/158736928/large.jpeg,2048,1536,cc-by-nc,,,2022Jan19-10:28:58
95565807,514560,2016-07-04,45.5353361111,-78.707925,Boyeria grafiana,1,158668029,95565807519.jpg,https://static.inaturalist.org/photos/158668029/large.jpeg,1536,2048,,,,2022Jan19-10:28:58
95474180,778067,2021-09-19,40.4334333333,-81.9870306333,Boyeria vinosa,4,158504776,95474180484.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/158504776/large.jpg,1153,1022,cc-by-nc,,"Boyeria vinosa,Fawn Darner,Dragonfly,flying,insect,Odonate",2022Jan19-10:28:58
95435981,3606240,2021-09-19,40.951549848,-74.5008363261,Boyeria vinosa,1,158437455,95435981280.jpg,https://static.inaturalist.org/photos/158437455/large.jpg,2048,1365,,,,2022Jan19-10:29:02
95391869,778067,2021-09-18,40.43567,-82.001064,Boyeria vinosa,4,158359486,95391869693.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/158359486/large.jpg,1256,1125,cc-by-nc,,"Boyeria vinosa,Fawn Darner,crepuscular,Dragonfly,flying,insect,Odonate",2022Jan19-10:29:02
