Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,imageID,dorsal_lateral_bad,weight_bad,weight_dorsal,weight_lateral,conf_infers1,conf_infers3,conf_infers5,conf_infers7,bad_signifier
0.0,0.0,0.0,INAT-21041516-1,lateral,-4.128180503845215,-6.400802612304688,10.50384521484375,lateral,lateral,lateral,lateral,
1.0,1.0,1.0,INAT-51725771-2,lateral,-9.86423110961914,-3.204457521438598,13.06586456298828,lateral,lateral,lateral,lateral,
2.0,2.0,2.0,INAT-66029932-4,lateral,-2.6095874309539795,-8.984969139099121,11.662306785583496,lateral,lateral,lateral,lateral,
3.0,3.0,3.0,INAT-3831533-10,bad,3.44496750831604,-6.887641906738281,3.3538639545440674,bad,bad,bad,bad,
4.0,4.0,4.0,INAT-30984036-1,lateral,-7.82554292678833,-4.82292366027832,12.318254470825195,lateral,lateral,lateral,lateral,
5.0,5.0,5.0,INAT-123389073-1,dorsal,-1.977948904037476,7.997915744781494,-6.438516616821289,dorsal,dorsal,dorsal,dorsal,
6.0,6.0,6.0,INAT-88057441-1,bad,7.061027526855469,-5.125589847564697,-2.552188873291016,bad,bad,bad,bad,
7.0,7.0,7.0,INAT-12940643-1,bad,2.148025751113892,-0.8997611999511719,-1.7000796794891355,bad,bad,bad,bad,
8.0,8.0,8.0,INAT-44969779-1,lateral,1.3302496671676636,-4.714903354644775,3.171946287155152,lateral,bad,bad,bad,
9.0,9.0,9.0,INAT-63054396-1,dorsal,-4.315474033355713,8.533113479614258,-4.436563968658447,dorsal,dorsal,dorsal,dorsal,
10.0,10.0,10.0,INAT-9726911-2,dorsal,0.5722460150718689,0.5851309895515442,-1.3003541231155396,bad,bad,bad,bad,
11.0,11.0,11.0,INAT-89010325-3,lateral,-1.301713228225708,-2.7783846855163574,4.344137191772461,lateral,lateral,lateral,bad,
12.0,12.0,12.0,INAT-119846877-5,bad,1.6772968769073486,-0.3534761667251587,-1.591028928756714,bad,bad,bad,bad,
13.0,13.0,13.0,INAT-80400318-1,dorsal,-4.5015645027160645,4.47298526763916,-0.4089893698692322,dorsal,dorsal,bad,bad,
14.0,14.0,14.0,INAT-24899864-2,lateral,-0.1354309022426605,-2.5661497116088867,2.7609667778015137,lateral,bad,bad,bad,
15.0,15.0,15.0,INAT-123403457-2,bad,4.6616315841674805,-5.68226957321167,0.6867708563804626,bad,bad,bad,bad,
16.0,16.0,16.0,INAT-133623278-5,lateral,0.2451343238353729,-9.595849990844728,9.205108642578123,lateral,lateral,lateral,lateral,
17.0,17.0,17.0,INAT-96248149-2,lateral,-0.3273979127407074,-2.71931529045105,2.8920681476593018,lateral,lateral,bad,bad,
18.0,18.0,18.0,INAT-51535826-1,lateral,-0.0624239481985569,-0.8611029982566833,0.7848610281944275,bad,bad,bad,bad,
19.0,19.0,19.0,INAT-122750840-4,lateral,-2.449083089828491,-9.31060791015625,11.79360580444336,lateral,lateral,lateral,lateral,
20.0,20.0,20.0,INAT-53528082-3,bad,1.228936791419983,0.53816157579422,-1.8860872983932493,bad,bad,bad,bad,
21.0,21.0,21.0,INAT-83227246-1,dorsal,-6.296203136444092,7.547523021697998,-1.3926984071731567,dorsal,dorsal,dorsal,dorsal,
22.0,22.0,22.0,INAT-133369351-3,dorsal,-5.878015995025635,8.270618438720703,-2.6692960262298584,dorsal,dorsal,dorsal,dorsal,
23.0,23.0,23.0,INAT-12725793-1,bad,7.928606986999512,-12.623631477355955,4.412276744842529,bad,bad,bad,bad,
24.0,24.0,24.0,INAT-123023145-9,lateral,-0.965589165687561,-0.2360612750053405,1.065023422241211,lateral,bad,bad,bad,
25.0,25.0,25.0,INAT-6491791-2,bad,7.459751605987549,-7.3893537521362305,-0.5499119162559509,bad,bad,bad,bad,
26.0,26.0,26.0,INAT-384473-1,lateral,2.429940223693848,-8.401515007019043,6.005145072937012,lateral,lateral,bad,bad,
27.0,27.0,27.0,INAT-36209544-1,lateral,0.2574271857738495,-4.704872608184815,4.402900218963623,lateral,lateral,bad,bad,
28.0,28.0,28.0,INAT-78290081-2,bad,8.563715934753418,-6.525516510009766,-1.7715238332748413,bad,bad,bad,bad,
29.0,29.0,29.0,INAT-81936899-1,lateral,0.3779714405536651,-10.908126831054688,10.577686309814451,lateral,lateral,lateral,lateral,
30.0,30.0,30.0,INAT-54762234-4,lateral,-5.553350925445557,-4.514885902404785,10.168441772460938,lateral,lateral,lateral,lateral,
31.0,31.0,31.0,INAT-14428390-1,dorsal,-6.223489761352539,8.572649955749512,-2.590841770172119,dorsal,dorsal,dorsal,dorsal,
32.0,32.0,32.0,INAT-7580982-2,dorsal,-3.1903417110443115,5.096786022186279,-2.239772081375122,dorsal,dorsal,dorsal,dorsal,
33.0,33.0,33.0,INAT-26811973-1,bad,1.0586543083190918,0.4104817509651184,-1.6779054403305054,bad,bad,bad,bad,
34.0,34.0,34.0,INAT-13008109-1,lateral,-4.217886447906494,-0.7809070944786072,4.90839147567749,lateral,lateral,lateral,bad,
35.0,35.0,35.0,INAT-4233682-1,dorsal,-2.26968002319336,4.572227954864502,-2.462871551513672,dorsal,dorsal,dorsal,bad,
36.0,36.0,36.0,INAT-52633557-17,bad,4.977488040924072,-2.6652839183807373,-2.3188230991363525,bad,bad,bad,bad,
37.0,37.0,37.0,INAT-118691892-1,lateral,-5.3083367347717285,-6.688714027404785,11.807218551635742,lateral,lateral,lateral,lateral,
38.0,38.0,38.0,INAT-14732587-4,lateral,2.7523930072784424,-6.424751281738281,3.510115146636963,bad,bad,bad,bad,
39.0,39.0,39.0,INAT-8251575-3,lateral,1.8597843647003167,-5.331076145172119,3.3704986572265625,lateral,bad,bad,bad,
40.0,40.0,40.0,INAT-120062531-4,dorsal,-5.576684474945068,7.9023518562316895,-2.6672961711883545,dorsal,dorsal,dorsal,dorsal,
41.0,41.0,41.0,INAT-92713921-1,bad,10.482433319091797,-10.67465114593506,-0.0277047120034694,bad,bad,bad,bad,
42.0,42.0,42.0,INAT-7211180-10,dorsal,-6.800293922424316,7.098693370819092,-0.4092146754264831,dorsal,dorsal,dorsal,dorsal,
43.0,43.0,43.0,INAT-85997289-2,bad,5.992431640625,-7.860813617706299,2.2401106357574463,bad,bad,bad,bad,
44.0,44.0,44.0,INAT-85427710-1,dorsal,-10.372995376586914,10.98585605621338,-0.7395277619361877,dorsal,dorsal,dorsal,dorsal,
45.0,45.0,45.0,INAT-113989622-1,dorsal,0.6886914968490601,0.8081930875778198,-1.7058905363082886,bad,bad,bad,bad,
46.0,46.0,46.0,INAT-27719964-1,lateral,-2.268745422363281,-6.250751972198486,8.567148208618164,lateral,lateral,lateral,lateral,
47.0,47.0,47.0,INAT-26937371-11,bad,6.724003791809082,-9.401508331298828,2.4890565872192383,bad,bad,bad,bad,
48.0,48.0,48.0,INAT-7211180-4,bad,5.832612037658691,-4.1422119140625,-1.623486876487732,bad,bad,bad,bad,
49.0,49.0,49.0,INAT-126136972-1,bad,0.889680027961731,0.7369658350944519,-1.8649070262908936,bad,bad,bad,bad,
50.0,50.0,50.0,INAT-13878337-8,dorsal,-5.10209321975708,5.601723670959473,-0.8392412066459656,dorsal,dorsal,dorsal,bad,
51.0,51.0,51.0,INAT-88708181-6,lateral,-8.743379592895508,3.3930366039276123,5.490223407745361,lateral,bad,bad,bad,
52.0,52.0,52.0,INAT-30723443-4,dorsal,-12.537677764892578,7.405618667602539,5.2362060546875,dorsal,bad,bad,bad,
53.0,53.0,53.0,INAT-92499174-2,lateral,-1.8851685523986816,-2.290635108947754,3.848215818405152,lateral,lateral,lateral,bad,
54.0,54.0,54.0,INAT-65038338-3,lateral,-8.715893745422363,-6.071648120880127,14.734333992004396,lateral,lateral,lateral,lateral,
55.0,55.0,55.0,INAT-72943006-1,lateral,-0.599152147769928,-0.8863562345504761,1.456934928894043,lateral,bad,bad,bad,
56.0,56.0,56.0,INAT-23178982-2,bad,6.287417888641357,-6.478259086608887,0.3999029397964477,bad,bad,bad,bad,
57.0,57.0,57.0,INAT-82857289-3,lateral,2.389216423034668,-4.902562618255615,2.546194076538086,bad,bad,bad,bad,
58.0,58.0,58.0,INAT-54996105-1,dorsal,-3.3725814819335938,5.520322322845459,-2.362997531890869,dorsal,dorsal,dorsal,dorsal,
59.0,59.0,59.0,INAT-13604981-2,dorsal,0.1406901478767395,0.4357414841651916,-0.1846545487642288,bad,bad,bad,bad,
60.0,60.0,60.0,INAT-7228651-8,lateral,4.045322418212891,-10.894099235534668,6.826761245727539,lateral,bad,bad,bad,
61.0,61.0,61.0,INAT-36550596-1,dorsal,-5.602886199951172,9.576736450195312,-4.272194862365723,dorsal,dorsal,dorsal,dorsal,
62.0,62.0,62.0,INAT-49807448-1,bad,0.7640528082847595,-0.9364919662475586,0.1709703505039215,bad,bad,bad,bad,
63.0,63.0,63.0,INAT-14085360-1,lateral,-3.538404703140259,-0.4540537893772125,3.987427711486816,lateral,lateral,bad,bad,
64.0,64.0,64.0,INAT-123285434-1,lateral,-8.535873413085938,-6.190761089324951,14.463790893554688,lateral,lateral,lateral,lateral,
65.0,65.0,65.0,INAT-4249405-2,bad,4.697539329528809,-6.713817596435547,1.904862403869629,bad,bad,bad,bad,
66.0,66.0,66.0,INAT-64327233-1,lateral,-5.662583351135254,-5.071453094482422,10.865456581115724,lateral,lateral,lateral,lateral,
67.0,67.0,67.0,INAT-1673126-1,dorsal,0.4893407523632049,2.365343809127808,-3.275883197784424,dorsal,bad,bad,bad,
68.0,68.0,68.0,INAT-121959636-1,bad,2.0007808208465576,-2.1694319248199463,-0.081174686551094,bad,bad,bad,bad,
69.0,69.0,69.0,INAT-2830733-1,lateral,1.823933482170105,-4.731625556945801,2.833082437515259,lateral,bad,bad,bad,
70.0,70.0,70.0,INAT-49142895-6,lateral,-5.620574474334717,-7.315470695495605,12.748661041259766,lateral,lateral,lateral,lateral,
71.0,71.0,71.0,INAT-49317690-2,lateral,0.0603095777332782,-0.6895710229873657,0.3027500510215759,bad,bad,bad,bad,
72.0,72.0,72.0,INAT-120904488-2,dorsal,-4.768585681915283,8.624956130981445,-4.101637840270996,dorsal,dorsal,dorsal,dorsal,
73.0,73.0,73.0,INAT-7303449-10,dorsal,-3.263191938400269,2.545374631881714,0.4800001680850982,dorsal,bad,bad,bad,
74.0,74.0,74.0,INAT-124187913-3,bad,7.691062927246094,-7.1366705894470215,-0.9697213768959044,bad,bad,bad,bad,
75.0,75.0,75.0,INAT-116516612-5,dorsal,-3.109788417816162,5.242412567138672,-2.325547218322754,dorsal,dorsal,dorsal,dorsal,
76.0,76.0,76.0,INAT-133597219-1,lateral,-1.9912443161010744,-8.738885879516602,10.750683784484863,lateral,lateral,lateral,lateral,
77.0,77.0,77.0,INAT-14026808-6,dorsal,-6.841232299804688,4.730842590332031,2.278706789016724,dorsal,bad,bad,bad,
78.0,78.0,78.0,INAT-91482724-2,bad,1.873615026473999,0.0054255556315183,-2.088501453399658,bad,bad,bad,bad,
79.0,79.0,79.0,INAT-85282242-1,lateral,-2.839271783828736,-3.920706272125244,6.847634315490723,lateral,lateral,lateral,lateral,
80.0,80.0,80.0,INAT-12938172-1,dorsal,-3.592567443847656,6.059475898742676,-2.798947334289551,dorsal,dorsal,dorsal,dorsal,
81.0,81.0,81.0,INAT-110159674-1,lateral,-1.076961874961853,-0.9404646754264832,1.928272724151612,lateral,bad,bad,bad,
82.0,82.0,82.0,INAT-84857947-1,bad,4.02738618850708,-5.371541500091553,1.1366006135940552,bad,bad,bad,bad,
83.0,83.0,83.0,INAT-47020818-1,bad,0.9752562046051024,0.3289768099784851,-1.4958995580673218,bad,bad,bad,bad,
84.0,84.0,84.0,INAT-126507155-2,dorsal,-4.291303634643555,6.56578254699707,-2.402274370193481,dorsal,dorsal,dorsal,dorsal,
85.0,85.0,85.0,INAT-20700468-2,dorsal,-6.057505130767822,9.376069068908691,-3.554093837738037,dorsal,dorsal,dorsal,dorsal,
86.0,86.0,86.0,INAT-122058770-1,bad,6.70086145401001,-5.437287330627441,-1.4653301239013672,bad,bad,bad,bad,
87.0,87.0,87.0,INAT-82055711-1,lateral,-1.7572669982910156,-1.7320671081542969,3.396242141723633,lateral,lateral,lateral,bad,
88.0,88.0,88.0,INAT-90458955-2,lateral,-4.280744552612305,1.4750968217849731,2.789379596710205,lateral,bad,bad,bad,
89.0,89.0,89.0,INAT-29091814-1,dorsal,0.5377616286277771,2.234473705291748,-3.143704414367676,dorsal,bad,bad,bad,
90.0,90.0,90.0,INAT-5620676-2,lateral,-2.222248315811157,-4.362512111663818,6.784920692443848,lateral,lateral,lateral,lateral,
91.0,91.0,91.0,INAT-80016141-3,bad,7.369032859802246,-10.832510948181152,3.300143480300904,bad,bad,bad,bad,
92.0,92.0,92.0,INAT-18487773-1,lateral,-0.6205675005912781,-3.724402666091919,4.320960998535156,lateral,lateral,bad,bad,
93.0,93.0,93.0,INAT-43769248-1,lateral,-6.444015502929688,-5.00845193862915,11.284908294677734,lateral,lateral,lateral,lateral,
94.0,94.0,94.0,INAT-131630909-1,lateral,-3.5164365768432617,-9.260334968566896,12.832257270812988,lateral,lateral,lateral,lateral,
95.0,95.0,95.0,INAT-51682296-2,dorsal,1.066202163696289,1.8578250408172607,-3.3519082069396973,bad,bad,bad,bad,
96.0,96.0,96.0,INAT-112751587-3,lateral,-6.790066242218018,3.410978317260742,3.4377260208129883,bad,bad,bad,bad,
97.0,97.0,97.0,INAT-49155599-1,lateral,-10.547886848449709,-8.583806991577148,18.948591232299805,lateral,lateral,lateral,lateral,
98.0,98.0,98.0,INAT-27909812-2,bad,3.233230829238892,-5.295475006103516,2.081142902374268,bad,bad,bad,bad,
99.0,99.0,99.0,INAT-125559145-3,bad,3.9308021068573,2.366850614547729,-6.82304048538208,bad,bad,bad,bad,
100.0,100.0,100.0,INAT-124606881-1,lateral,-7.764043807983398,-9.414469718933104,17.321659088134766,lateral,lateral,lateral,lateral,
101.0,101.0,101.0,INAT-125369313-3,dorsal,-6.418357372283936,9.177905082702637,-3.004499912261963,dorsal,dorsal,dorsal,dorsal,
102.0,102.0,102.0,INAT-13878337-11,dorsal,-4.325504302978516,2.732600212097168,1.5122895240783691,dorsal,bad,bad,bad,
103.0,103.0,103.0,INAT-54931491-4,bad,4.324904918670654,-4.884889125823975,0.1958607733249664,bad,bad,bad,bad,
104.0,104.0,104.0,INAT-43769713-5,bad,1.228084921836853,-0.1145291253924369,-1.3785011768341064,bad,bad,bad,bad,
105.0,105.0,105.0,INAT-82121723-3,dorsal,-3.305185317993164,5.739565849304199,-2.662365436553955,dorsal,dorsal,dorsal,dorsal,
106.0,106.0,106.0,INAT-110803137-1,dorsal,-0.1004793941974639,1.1129523515701294,-1.360906720161438,dorsal,bad,bad,bad,
107.0,107.0,107.0,INAT-39238809-1,lateral,-7.142782211303711,-1.5560495853424072,8.75916862487793,lateral,lateral,lateral,lateral,
108.0,108.0,108.0,INAT-91083756-3,lateral,0.2508386671543121,-6.842599868774414,6.580530166625977,lateral,lateral,lateral,bad,
109.0,109.0,109.0,INAT-14051274-1,bad,5.667998313903809,-4.488178730010986,-1.1673413515090942,bad,bad,bad,bad,
110.0,110.0,110.0,INAT-13184762-8,lateral,-0.7609158754348755,-6.998524188995361,7.785378932952881,lateral,lateral,lateral,lateral,
111.0,111.0,111.0,INAT-27291391-2,dorsal,-1.237885594367981,4.651170253753662,-3.75386905670166,dorsal,dorsal,dorsal,bad,
112.0,112.0,112.0,INAT-54957647-1,dorsal,-0.4305858314037323,0.7002855539321899,-0.4750500917434692,dorsal,bad,bad,bad,
113.0,113.0,113.0,INAT-30792740-1,bad,5.136091709136963,-1.341073513031006,-3.80156135559082,bad,bad,bad,bad,
114.0,114.0,114.0,INAT-123468889-3,bad,0.5526565909385681,-0.2577216029167175,-0.564578652381897,bad,bad,bad,bad,
115.0,115.0,115.0,INAT-100337332-1,dorsal,-4.936462879180908,3.446742534637451,1.610873818397522,dorsal,bad,bad,bad,
116.0,116.0,116.0,INAT-13628593-2,lateral,-3.3375632762908936,-7.669075012207031,10.798212051391602,lateral,lateral,lateral,lateral,
117.0,117.0,117.0,INAT-39185977-5,lateral,-7.271543025970459,1.5516241788864136,5.963599681854248,lateral,lateral,bad,bad,
118.0,118.0,118.0,INAT-88317045-2,bad,8.820194244384766,-7.19029426574707,-2.029165983200073,bad,bad,bad,bad,
119.0,119.0,119.0,INAT-121220988-2,bad,6.44325590133667,-9.28746509552002,2.481975078582764,bad,bad,bad,bad,
120.0,120.0,120.0,INAT-87059570-1,lateral,-2.608100891113281,-1.7945637702941897,4.372267246246338,lateral,lateral,lateral,bad,
121.0,121.0,121.0,INAT-48647560-2,bad,4.008735179901123,-3.5970404148101807,-0.0986883044242858,bad,bad,bad,bad,
122.0,122.0,122.0,INAT-118999109-1,dorsal,0.6902729868888855,1.4749356508255005,-2.4393246173858643,bad,bad,bad,bad,
123.0,123.0,123.0,INAT-1872636-2,bad,4.608407974243164,-5.0092291831970215,0.2081572115421295,bad,bad,bad,bad,
124.0,124.0,124.0,INAT-28200789-1,bad,2.5029168128967285,-4.181690216064453,1.6014493703842163,bad,bad,bad,bad,
125.0,125.0,125.0,INAT-93083634-1,lateral,-3.623070478439331,0.4926902949810028,2.988107204437256,lateral,bad,bad,bad,
126.0,126.0,126.0,INAT-133319689-1,bad,2.7884204387664795,-4.335937976837158,1.3873614072799685,bad,bad,bad,bad,
127.0,127.0,127.0,INAT-66029934-1,dorsal,1.0336711406707764,2.3192875385284424,-3.7859432697296143,dorsal,bad,bad,bad,
128.0,128.0,128.0,INAT-119400480-3,dorsal,1.0563116073608398,3.51023006439209,-4.427863121032715,dorsal,bad,bad,bad,
129.0,129.0,129.0,INAT-83875685-1,lateral,-2.476419448852539,-6.788554191589356,9.289132118225098,lateral,lateral,lateral,lateral,
130.0,130.0,130.0,INAT-42995942-1,lateral,-5.170553207397461,-0.7340631484985352,5.973582267761231,lateral,lateral,lateral,bad,
131.0,131.0,131.0,INAT-30165791-1,lateral,-1.0824378728866575,-2.8928122520446777,3.899215459823608,lateral,lateral,bad,bad,
132.0,132.0,132.0,INAT-121487325-1,dorsal,-8.354860305786133,9.119384765625,-0.7726112604141235,dorsal,dorsal,dorsal,dorsal,
133.0,133.0,133.0,INAT-3725913-1,lateral,-3.925827026367188,-5.952083587646484,9.597743034362791,lateral,lateral,lateral,lateral,
134.0,134.0,134.0,INAT-51503611-1,lateral,-6.653578758239746,-6.501623153686523,13.131973266601562,lateral,lateral,lateral,lateral,
135.0,135.0,135.0,INAT-125480531-1,bad,0.8780665993690491,0.5831796526908875,-1.7378543615341189,bad,bad,bad,bad,
136.0,136.0,136.0,INAT-25540743-1,lateral,-4.631097316741943,-8.75245189666748,13.252520561218262,lateral,lateral,lateral,lateral,
137.0,137.0,137.0,INAT-122727277-1,dorsal,-10.0554780960083,6.288321495056152,3.605006456375122,dorsal,bad,bad,bad,
138.0,138.0,138.0,INAT-82491170-3,dorsal,-3.4451496601104736,3.3776185512542725,0.0321413166821002,dorsal,dorsal,bad,bad,
139.0,139.0,139.0,INAT-135409684-2,dorsal,-0.1483217030763626,0.0934549868106842,-0.2136168181896209,bad,bad,bad,bad,
140.0,140.0,140.0,INAT-51174081-1,lateral,-7.342118740081787,-3.88460373878479,11.567323684692385,lateral,lateral,lateral,lateral,
141.0,141.0,141.0,INAT-107996144-2,bad,3.156569004058838,-2.51731014251709,-0.8189834952354431,bad,bad,bad,bad,
142.0,142.0,142.0,INAT-52852019-1,bad,5.035147666931152,-2.644308090209961,-2.9235339164733887,bad,bad,bad,bad,
143.0,143.0,143.0,INAT-1662002-3,lateral,-5.671709537506104,-1.3443162441253662,6.988490581512451,lateral,lateral,lateral,lateral,
144.0,144.0,144.0,INAT-92800763-2,bad,4.147971153259277,-8.061627388000488,3.785521507263184,bad,bad,bad,bad,
145.0,145.0,145.0,INAT-65985145-12,bad,2.9683175086975098,-0.214953064918518,-2.8546810150146484,bad,bad,bad,bad,
146.0,146.0,146.0,INAT-51055142-3,bad,1.4897024631500244,-3.098426580429077,1.2931658029556274,bad,bad,bad,bad,
147.0,147.0,147.0,INAT-137014252-3,bad,3.198394775390625,0.6425706148147583,-4.297219276428223,bad,bad,bad,bad,
148.0,148.0,148.0,INAT-96126649-2,bad,5.568052291870117,-3.00296401977539,-2.9109601974487305,bad,bad,bad,bad,
149.0,149.0,149.0,INAT-129581501-1,dorsal,-5.019617080688477,5.268841743469238,-0.4969269931316376,dorsal,dorsal,dorsal,bad,
150.0,150.0,150.0,INAT-13755118-3,bad,2.9829587936401367,-1.0978838205337524,-2.2268755435943604,bad,bad,bad,bad,
151.0,151.0,151.0,INAT-123639364-1,dorsal,-6.931051731109619,4.43576192855835,2.50496244430542,dorsal,bad,bad,bad,
152.0,152.0,152.0,INAT-49972929-5,bad,3.515763521194458,-3.986381530761719,0.3267482221126556,bad,bad,bad,bad,
153.0,153.0,153.0,INAT-36550726-3,bad,5.977328777313232,-3.9328091144561768,-2.345149040222168,bad,bad,bad,bad,
154.0,154.0,154.0,INAT-36256222-1,lateral,-4.7528076171875,1.531915307044983,3.2200984954833984,lateral,bad,bad,bad,
155.0,155.0,155.0,INAT-1883615-2,dorsal,0.7104939818382263,1.3648695945739746,-2.2672581672668457,bad,bad,bad,bad,
156.0,156.0,156.0,INAT-14563105-1,lateral,-2.652148485183716,-0.2154500633478164,2.872075080871582,lateral,lateral,bad,bad,
157.0,157.0,157.0,INAT-51217341-6,lateral,2.625863075256348,-6.901781558990479,4.189951419830322,lateral,bad,bad,bad,
158.0,158.0,158.0,INAT-212695-2,lateral,-4.127077102661133,-7.82913064956665,11.933314323425291,lateral,lateral,lateral,lateral,
159.0,159.0,159.0,INAT-51888619-1,lateral,-2.865391969680786,-5.155632019042969,8.072189331054688,lateral,lateral,lateral,lateral,
160.0,160.0,160.0,INAT-82499020-5,bad,2.2614870071411133,-0.247159406542778,-1.747436285018921,bad,bad,bad,bad,
161.0,161.0,161.0,INAT-85987864-6,bad,7.768121719360352,-5.162790775299072,-2.926062822341919,bad,bad,bad,bad,
162.0,162.0,162.0,INAT-28443458-6,lateral,-6.6912455558776855,1.4393621683120728,5.650130748748779,lateral,lateral,bad,bad,
163.0,163.0,163.0,INAT-7430802-2,lateral,-1.8890457153320312,-6.421413898468018,8.196794509887695,lateral,lateral,lateral,lateral,
164.0,164.0,164.0,INAT-74070039-4,bad,0.2285023033618927,-0.2657493948936462,-0.075261577963829,bad,bad,bad,bad,
165.0,165.0,165.0,INAT-3830776-1,lateral,-2.69378924369812,-7.225730419158935,10.086980819702148,lateral,lateral,lateral,lateral,
166.0,166.0,166.0,INAT-36256123-1,lateral,-6.065728187561035,-7.535686016082764,13.739834785461426,lateral,lateral,lateral,lateral,
167.0,167.0,167.0,INAT-95332700-2,lateral,0.2616662681102752,-1.6853032112121582,1.2356958389282229,bad,bad,bad,bad,
168.0,168.0,168.0,INAT-36550594-2,bad,2.720621109008789,-2.664419174194336,-0.3148930966854095,bad,bad,bad,bad,
169.0,169.0,169.0,INAT-31212849-9,lateral,-5.046887397766113,2.4524295330047607,2.498701572418213,bad,bad,bad,bad,
170.0,170.0,170.0,INAT-28410505-8,dorsal,-1.8559890985488887,1.9304667711257928,0.1414254009723663,dorsal,bad,bad,bad,
171.0,171.0,171.0,INAT-16129463-1,lateral,-3.145418643951416,-0.1210214272141456,3.166082859039306,lateral,lateral,bad,bad,
172.0,172.0,172.0,INAT-70288830-2,lateral,0.0276153944432735,-3.1356894969940186,2.952516794204712,lateral,bad,bad,bad,
173.0,173.0,173.0,INAT-119502643-2,bad,0.6152006983757019,-0.9768547415733336,0.2331262528896331,bad,bad,bad,bad,
174.0,174.0,174.0,INAT-6618270-3,lateral,-12.07536506652832,5.784398078918457,6.603060722351074,bad,bad,bad,bad,
175.0,175.0,175.0,INAT-131831572-3,bad,8.251493453979492,-7.266002178192139,-1.4336291551589966,bad,bad,bad,bad,
176.0,176.0,176.0,INAT-110999254-1,lateral,0.0190240927040576,-1.1216765642166138,1.0164871215820312,bad,bad,bad,bad,
177.0,177.0,177.0,INAT-26859270-1,lateral,1.3050904273986816,-3.6699705123901367,2.1438684463500977,bad,bad,bad,bad,
178.0,178.0,178.0,INAT-51725771-1,lateral,-4.9130964279174805,0.6483221054077148,3.907039403915405,lateral,lateral,bad,bad,
179.0,179.0,179.0,INAT-12025802-2,lateral,-3.625063419342041,-5.774495124816895,9.497777938842772,lateral,lateral,lateral,lateral,
180.0,180.0,180.0,INAT-87142402-2,dorsal,-3.525501012802124,4.274079322814941,-0.9733891487121582,dorsal,dorsal,dorsal,bad,
181.0,181.0,181.0,INAT-58075087-1,lateral,-4.268422603607178,-5.457011699676514,9.981901168823242,lateral,lateral,lateral,lateral,
182.0,182.0,182.0,INAT-8251575-1,bad,2.147168636322021,-1.2782827615737915,-1.2437790632247925,bad,bad,bad,bad,
183.0,183.0,183.0,INAT-40917263-1,dorsal,-1.932902812957764,1.5578548908233645,0.2622043192386627,dorsal,bad,bad,bad,
184.0,184.0,184.0,INAT-13493743-2,bad,1.1776560544967651,-0.8113490343093872,-0.4675059020519256,bad,bad,bad,bad,
185.0,185.0,185.0,INAT-13134506-5,dorsal,-7.888528823852539,8.121075630187988,-0.507462739944458,dorsal,dorsal,dorsal,dorsal,
186.0,186.0,186.0,INAT-13628593-1,bad,3.4140331745147705,-3.2970101833343506,-0.4798845946788788,bad,bad,bad,bad,
187.0,187.0,187.0,INAT-13253541-9,dorsal,-4.912623882293701,4.948243141174316,-0.2675064206123352,dorsal,dorsal,dorsal,bad,
188.0,188.0,188.0,INAT-56682450-1,bad,3.163170337677002,-3.0083885192871094,-0.479815810918808,bad,bad,bad,bad,
189.0,189.0,189.0,INAT-14003485-10,lateral,-4.162955284118652,-1.1484522819519043,5.346325397491455,lateral,lateral,lateral,bad,
190.0,190.0,190.0,INAT-80484947-2,bad,1.2110273838043213,0.3704765737056732,-1.744344711303711,bad,bad,bad,bad,
191.0,191.0,191.0,INAT-12398128-1,lateral,-2.437239646911621,-9.220013618469238,11.564396858215332,lateral,lateral,lateral,lateral,
192.0,192.0,192.0,INAT-84079254-1,lateral,-7.187633037567139,-7.226360321044922,14.960589408874512,lateral,lateral,lateral,lateral,
193.0,193.0,193.0,INAT-12472273-2,lateral,-0.1632405072450637,-6.223195552825928,6.465037345886231,lateral,lateral,lateral,bad,
194.0,194.0,194.0,INAT-84572097-1,dorsal,-9.666015625,10.243213653564451,-0.6712478399276733,dorsal,dorsal,dorsal,dorsal,
195.0,195.0,195.0,INAT-119822945-1,dorsal,-0.1967672705650329,3.116586685180664,-3.2153170108795166,dorsal,dorsal,bad,bad,
196.0,196.0,196.0,INAT-29056405-2,lateral,0.2846294641494751,-10.890180587768556,10.441524505615234,lateral,lateral,lateral,lateral,
197.0,197.0,197.0,INAT-84638226-2,lateral,-1.8161534070968628,-7.609187602996826,9.505717277526855,lateral,lateral,lateral,lateral,
198.0,198.0,198.0,INAT-135799438-1,bad,0.5076191425323486,-0.6929671168327332,0.0915636271238327,bad,bad,bad,bad,
199.0,199.0,199.0,INAT-50829949-1,lateral,-1.0652201175689695,-1.900993824005127,2.6119368076324463,lateral,lateral,bad,bad,
200.0,200.0,200.0,INAT-29077643-1,lateral,-1.154927134513855,-5.652000427246094,6.775778293609619,lateral,lateral,lateral,lateral,
201.0,201.0,201.0,INAT-22386434-1,lateral,-6.209865570068359,0.9281107187271118,5.0590410232543945,lateral,lateral,bad,bad,
202.0,202.0,202.0,INAT-70258594-1,bad,0.2144539803266525,-0.4246345162391662,0.0901845544576644,bad,bad,bad,bad,
203.0,203.0,203.0,INAT-80018036-1,lateral,-5.034339427947998,-3.399599075317383,8.49273681640625,lateral,lateral,lateral,lateral,
